Name,Rating,Release_date,Genres,Director_name,Runtime,URL
Dragon Ball Z: Bardock - The Father of Goku,75.0,10/17/1990,"Animation,Action,ScienceFiction,Drama,Fantasy",Mitsuo Hashimoto,48m,https://themoviedb.org/movie/39323
Spoiled Brats,63.0,09/15/2021,Comedy,Nicolas Cuche,1h 40m,https://themoviedb.org/movie/671043
Beckett,63.0,08/13/2021,"Crime,Mystery,Thriller",Ferdinando Cito Filomarino,1h 49m,https://themoviedb.org/movie/597433
Final Destination 5,60.0,08/12/2011,"Horror,Mystery",Steven Quale,1h 32m,https://themoviedb.org/movie/55779
Cars,69.0,08/04/2006,"Animation,Adventure,Comedy,Family",John Lasseter,1h 57m,https://themoviedb.org/movie/920
Christmas ...Again?!,70.0,12/03/2021,"Family,Comedy,Fantasy,TVMovie",Andy Fickman,1h 34m,https://themoviedb.org/movie/762879
The Invisible Thread,67.0,03/04/2022,"Comedy,Drama",Marco S. Puccioni,1h 49m,https://themoviedb.org/movie/879440
The Book of Life,75.0,10/16/2014,"Animation,Adventure,Comedy,Family,Fantasy",Jorge R. Gutierrez,1h 35m,https://themoviedb.org/movie/228326
Green Lantern,52.0,06/17/2011,"Adventure,Action,Thriller,ScienceFiction",Martin Campbell,1h 54m,https://themoviedb.org/movie/44912
Mutation on Mars,66.0,08/27/2021,"Drama,ScienceFiction",,NAN,https://themoviedb.org/movie/866408
The Twilight Saga: New Moon,60.0,11/20/2009,"Adventure,Fantasy,Drama,Romance",Chris Weitz,2h 11m,https://themoviedb.org/movie/18239
Edward Scissorhands,77.0,02/14/1992,"Fantasy,Drama,Romance",Tim Burton,1h 45m,https://themoviedb.org/movie/162
Parasite,85.0,01/31/2020,"Comedy,Thriller,Drama",Bong Joon-ho,2h 13m,https://themoviedb.org/movie/496243
Alice in Wonderland,66.0,03/12/2010,"Family,Fantasy,Adventure",Tim Burton,1h 48m,https://themoviedb.org/movie/12155
Rambo,66.0,01/25/2008,"Action,Thriller",Sylvester Stallone,1h 32m,https://themoviedb.org/movie/7555
Barbie and the Diamond Castle,74.0,09/03/2008,"Animation,Family",Gino Nichele,1h 18m,https://themoviedb.org/movie/13004
Rurouni Kenshin: The Final,79.0,04/23/2021,"Action,Adventure,Drama",Keishi Ōtomo,2h 18m,https://themoviedb.org/movie/602063
Barbie of Swan Lake,69.0,09/29/2003,"Animation,Family",Owen Hurley,1h 21m,https://themoviedb.org/movie/15016
The SpongeBob SquarePants Movie,70.0,11/19/2004,"Family,Animation,Comedy,Fantasy",Stephen Hillenburg,1h 27m,https://themoviedb.org/movie/11836
Sucker Punch,61.0,03/25/2011,"Action,Fantasy,Thriller",Zack Snyder,1h 50m,https://themoviedb.org/movie/23629
Porno,43.0,01/01/1981,Drama,"John Doo,David Cardoso,Luiz Castellini",1h 23m,https://themoviedb.org/movie/197158
Shark: The Beginning,82.0,11/26/2021,Action,Johnny Chae,1h 48m,https://themoviedb.org/movie/801604
Hotel Transylvania 3: Summer Vacation,69.0,07/13/2018,"Family,Fantasy,Comedy,Animation",Genndy Tartakovsky,1h 37m,https://themoviedb.org/movie/400155
G.I. Joe: The Rise of Cobra,58.0,08/07/2009,"Adventure,Action,Thriller,ScienceFiction",Stephen Sommers,1h 58m,https://themoviedb.org/movie/14869
Spirited Away,85.0,07/20/2001,"Animation,Family,Fantasy",Hayao Miyazaki,2h 5m,https://themoviedb.org/movie/129
X-Men: Days of Future Past,75.0,05/23/2014,"Action,Adventure,Fantasy,ScienceFiction",Bryan Singer,2h 12m,https://themoviedb.org/movie/127585
There's Someone Inside Your House,56.0,10/06/2021,"Thriller,Horror,Mystery",Patrick Brice,1h 36m,https://themoviedb.org/movie/512025
The Banishing,55.0,04/29/2021,Horror,Christopher Smith,1h 37m,https://themoviedb.org/movie/573680
Madagascar,69.0,08/12/2005,"Family,Animation,Adventure,Comedy","Eric Darnell,Tom McGrath",1h 26m,https://themoviedb.org/movie/953
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,78.0,02/15/2019,"Action,Adventure,Comedy,Fantasy,Romance,Animation",Katsushi Sakurabi,1h 22m,https://themoviedb.org/movie/553835
Alien: Covenant,60.0,05/12/2017,"Horror,ScienceFiction,Mystery",Ridley Scott,2h 2m,https://themoviedb.org/movie/126889
The Funeral Home,46.0,04/15/2021,Horror,Mauro Iván Ojeda,1h 26m,https://themoviedb.org/movie/714277
Rocky IV,70.0,11/21/1985,Drama,Sylvester Stallone,1h 31m,https://themoviedb.org/movie/1374
Willy's Wonderland,62.0,03/17/2021,"Action,Horror,Comedy",Kevin Lewis,1h 28m,https://themoviedb.org/movie/643586
Special Forces,67.0,09/14/2012,"Action,Drama,War",Stéphane Rybojad,1h 49m,https://themoviedb.org/movie/74513
Fifty Shades of Black,49.0,01/29/2016,"Romance,Comedy",Michael Tiddes,1h 32m,https://themoviedb.org/movie/351819
The Hobbit: The Desolation of Smaug,76.0,12/13/2013,"Fantasy,Adventure,Action",Peter Jackson,2h 41m,https://themoviedb.org/movie/57158
The Seventh Day,55.0,03/26/2021,Horror,Justin P. Lange,1h 27m,https://themoviedb.org/movie/645856
Split,73.0,02/24/2017,"Horror,Thriller",M. Night Shyamalan,1h 57m,https://themoviedb.org/movie/381288
The Jungle Book,73.0,10/18/1967,"Family,Animation,Adventure",Wolfgang Reitherman,1h 18m,https://themoviedb.org/movie/9325
Butchers,49.0,01/12/2021,Horror,Adrian Langley,1h 33m,https://themoviedb.org/movie/720026
Benny Loves You,63.0,11/21/2019,"Horror,Comedy",Karl Holt,1h 34m,https://themoviedb.org/movie/647302
Saw,74.0,10/29/2004,"Horror,Mystery,Crime",James Wan,1h 43m,https://themoviedb.org/movie/176
Final Destination,66.0,09/22/2000,Horror,James Wong,1h 38m,https://themoviedb.org/movie/9532
The Kissing Booth,73.0,05/18/2018,"Romance,Comedy",Vince Marcello,1h 45m,https://themoviedb.org/movie/454983
He's All That,68.0,08/27/2021,"Romance,Comedy",Mark Waters,1h 31m,https://themoviedb.org/movie/347626
Alone,62.0,09/10/2020,"Thriller,Horror",John Hyams,1h 38m,https://themoviedb.org/movie/509635
Apocalypto,75.0,12/08/2006,"Action,Drama,Thriller,History",Mel Gibson,2h 19m,https://themoviedb.org/movie/1579
Next-Door Nightmare,62.0,07/08/2021,"Thriller,TVMovie,Drama",Gordon Yang,1h 26m,https://themoviedb.org/movie/854442
The Desperate Hour,58.0,09/12/2021,Thriller,Phillip Noyce,1h 24m,https://themoviedb.org/movie/764835
Barbie: Princess Adventure,74.0,09/01/2020,"Animation,Music",Conrad Helten,1h 12m,https://themoviedb.org/movie/738215
I Am Legend,72.0,12/14/2007,"Drama,ScienceFiction,Thriller",Francis Lawrence,1h 41m,https://themoviedb.org/movie/6479
A Whisker Away,80.0,06/18/2020,"Animation,Drama,Romance,Fantasy","Tomotaka Shibayama,Junichi Sato",1h 44m,https://themoviedb.org/movie/667520
Batman: Death in the Family,72.0,10/13/2020,"Animation,Action",Brandon Vietti,31m,https://themoviedb.org/movie/618353
Wrong Turn 4: Bloody Beginnings,57.0,10/17/2011,"Horror,Thriller",Declan O'Brien,1h 33m,https://themoviedb.org/movie/71672
Chaos Walking,67.0,03/05/2021,ScienceFiction,Doug Liman,1h 49m,https://themoviedb.org/movie/412656
Miss Peregrine's Home for Peculiar Children,68.0,09/29/2016,"Fantasy,Adventure,Family,Drama",Tim Burton,2h 7m,https://themoviedb.org/movie/283366
Maze Runner: The Death Cure,71.0,02/09/2018,"ScienceFiction,Action,Adventure,Thriller",Wes Ball,2h 23m,https://themoviedb.org/movie/336843
Peninsula,69.0,07/15/2020,"Action,Horror,Thriller",Yeon Sang-ho,1h 56m,https://themoviedb.org/movie/581392
Shaun the Sheep: The Flight Before Christmas,70.0,12/03/2021,"Animation,Comedy,Family",Steve Cox,30m,https://themoviedb.org/movie/785545
Body Brokers,65.0,02/19/2021,"Thriller,Crime",John Swab,1h 51m,https://themoviedb.org/movie/656940
Black Fox,70.0,10/05/2019,"Animation,Action,Drama,ScienceFiction","Kazuya Nomura,Keisuke Shinohara",1h 26m,https://themoviedb.org/movie/609202
The Trip,67.0,07/30/2021,"Action,Comedy,Thriller,Horror",Tommy Wirkola,1h 55m,https://themoviedb.org/movie/760747
Saint Seiya: Legend of Sanctuary,64.0,06/21/2014,"Action,Animation,Fantasy",Keiichi Sato,1h 33m,https://themoviedb.org/movie/287590
Kingdom: Ashin of the North,75.0,07/23/2021,"Drama,Fantasy,Thriller",Kim Seong-hun,1h 32m,https://themoviedb.org/movie/845222
Ant-Man,71.0,07/24/2015,"ScienceFiction,Action,Adventure",Peyton Reed,1h 57m,https://themoviedb.org/movie/102899
How to Train Your Dragon,78.0,04/16/2010,"Fantasy,Adventure,Animation,Family","Chris Sanders,Dean DeBlois",1h 38m,https://themoviedb.org/movie/10191
Cinderella,68.0,03/13/2015,"Romance,Fantasy,Family,Drama",Kenneth Branagh,1h 45m,https://themoviedb.org/movie/150689
Star Wars: The Force Awakens,73.0,12/18/2015,"Action,Adventure,ScienceFiction,Fantasy",J.J. Abrams,2h 16m,https://themoviedb.org/movie/140607
Superman: Doomsday,67.0,09/18/2007,"Action,Animation,ScienceFiction,Family","Bruce Timm,Brandon Vietti,Lauren Montgomery",1h 15m,https://themoviedb.org/movie/13640
A Haunted House,58.0,01/11/2013,"Comedy,Horror",Michael Tiddes,1h 26m,https://themoviedb.org/movie/139038
Dumbo,70.0,10/31/1941,"Animation,Family","Samuel Armstrong,Norman Ferguson,Jack Kinney,Ben Sharpsteen,William Roberts,Wilfred Jackson",1h 4m,https://themoviedb.org/movie/11360
The Purge: Election Year,64.0,07/01/2016,"Action,Horror,Thriller",James DeMonaco,1h 45m,https://themoviedb.org/movie/316727
"Calendar Girl, Cop, Killer? The Bambi Bembenek Story",20.0,05/18/1992,,Jerry London,1h 40m,https://themoviedb.org/movie/128785
Barbie in the Nutcracker,68.0,10/01/2001,"Animation,Family",Owen Hurley,1h 16m,https://themoviedb.org/movie/15167
Escape the Field,61.0,07/28/2022,"Thriller,Horror",Emerson Moore,1h 29m,https://themoviedb.org/movie/739643
The New Mutants,62.0,08/28/2020,"Horror,ScienceFiction,Mystery,Action",Josh Boone,1h 34m,https://themoviedb.org/movie/340102
Chief Daddy 2: Going for Broke,57.0,12/17/2021,Comedy,Niyi Akinmolayan,1h 52m,https://themoviedb.org/movie/922017
Cencoroll Connect,70.0,06/29/2019,"Animation,ScienceFiction",Atsuya Uki,1h 15m,https://themoviedb.org/movie/539140
Hercules,57.0,07/25/2014,"Action,Adventure",Brett Ratner,1h 39m,https://themoviedb.org/movie/184315
Beautiful Sisters: Flesh Slave,42.0,01/18/1986,Music,Katsuhiko Fujii,1h 10m,https://themoviedb.org/movie/340553
The Fourth Kind,62.0,11/06/2009,"Mystery,ScienceFiction,Thriller",Olatunde Osunsanmi,1h 38m,https://themoviedb.org/movie/22824
Howl's Moving Castle,84.0,11/19/2004,"Fantasy,Animation,Adventure",Hayao Miyazaki,1h 59m,https://themoviedb.org/movie/4935
Maquia: When the Promised Flower Blooms,83.0,02/24/2018,"Animation,Fantasy,Romance,Drama",Mari Okada,1h 55m,https://themoviedb.org/movie/476292
Transformers: The Last Knight,61.0,06/21/2017,"Action,Adventure,ScienceFiction,Fantasy",Michael Bay,2h 35m,https://themoviedb.org/movie/335988
Doctor Sleep,72.0,11/08/2019,"Horror,Thriller",Mike Flanagan,2h 32m,https://themoviedb.org/movie/501170
Fireworks,65.0,08/18/2017,"Animation,Drama,Fantasy",Akiyuki Simbo,1h 30m,https://themoviedb.org/movie/431819
The Incredible Hulk,62.0,06/12/2008,"ScienceFiction,Action,Adventure",Louis Leterrier,1h 54m,https://themoviedb.org/movie/1724
Everything Everywhere All at Once,89.0,04/08/2022,"Action,ScienceFiction,Comedy,Adventure","Daniel Kwan,Daniel Scheinert",2h 19m,https://themoviedb.org/movie/545611
The Nightmare Before Christmas,78.0,10/09/1993,"Fantasy,Animation,Family",Henry Selick,1h 16m,https://themoviedb.org/movie/9479
"The Gangster, the Cop, the Devil",77.0,05/15/2019,"Crime,Action,Adventure",Lee Won-tae,1h 50m,https://themoviedb.org/movie/581528
Kingsman: The Secret Service,76.0,01/29/2015,"Crime,Comedy,Action,Adventure",Matthew Vaughn,2h 9m,https://themoviedb.org/movie/207703
Child's Play,66.0,11/08/1988,Horror,Tom Holland,1h 27m,https://themoviedb.org/movie/10585
Scary Movie 3,60.0,10/24/2003,Comedy,David Zucker,1h 24m,https://themoviedb.org/movie/4256
The King's Avatar: For the Glory,69.0,08/16/2019,"Animation,Action,Adventure,Fantasy",Shi Juansheng,1h 38m,https://themoviedb.org/movie/613200
Naruto Shippuden the Movie: The Will of Fire,73.0,08/01/2009,"Action,Adventure,Comedy,Drama,Fantasy,Animation",Masahiko Murata,1h 35m,https://themoviedb.org/movie/36728
Machine Gun Preacher,67.0,09/23/2011,"Action,Thriller,Crime",Marc Forster,2h 9m,https://themoviedb.org/movie/45610
The Larva Island Movie,73.0,07/23/2020,"Animation,Family",Ahn Byoung-wook,1h 29m,https://themoviedb.org/movie/718867
Secret of the Wings,71.0,08/17/2012,"Animation,Family,Fantasy,Adventure","Roberts Gannaway,Peggy Holmes",1h 32m,https://themoviedb.org/movie/75258
Barbie & Chelsea: The Lost Birthday,72.0,05/14/2021,Animation,Cassi Simonds,1h,https://themoviedb.org/movie/812456
Underworld: Awakening,63.0,01/19/2012,"Fantasy,Action,Horror","Måns Mårlind,Björn Stein",1h 28m,https://themoviedb.org/movie/52520
Inglourious Basterds,82.0,08/20/2009,"Drama,Action,Thriller,War",Quentin Tarantino,2h 33m,https://themoviedb.org/movie/16869
Hypnotic,61.0,10/27/2021,"Thriller,Drama,Horror","Suzanne Coote,Matt Angel",1h 29m,https://themoviedb.org/movie/864873
Jackie Chan Kung Fu Master,44.0,07/03/2009,"Action,Comedy,Family","Jiang Ping,Gangliang Fang",1h 25m,https://themoviedb.org/movie/45682
Fatherhood,76.0,06/18/2021,"Drama,Family,Comedy",Paul Weitz,1h 49m,https://themoviedb.org/movie/607259
Cinderella II: Dreams Come True,61.0,02/23/2002,"Family,Animation,Romance,Fantasy",John Kafka,1h 14m,https://themoviedb.org/movie/14128
Night in Paradise,70.0,04/09/2021,"Crime,Drama,Thriller,Action",Park Hoon-jung,2h 11m,https://themoviedb.org/movie/606523
Final Destination 2,62.0,01/31/2003,"Horror,Mystery",David R. Ellis,1h 30m,https://themoviedb.org/movie/9358
Five Feet Apart,83.0,03/29/2019,"Romance,Drama",Justin Baldoni,1h 56m,https://themoviedb.org/movie/527641
Insidious,69.0,09/13/2010,"Horror,Thriller",James Wan,1h 43m,https://themoviedb.org/movie/49018
Cell 211,75.0,11/06/2009,"Action,Thriller,Drama",Daniel Monzón,1h 50m,https://themoviedb.org/movie/33273
Monkey King: Hero Is Back,70.0,07/10/2015,"Fantasy,Animation,Comedy",Tian Xiao Peng,1h 29m,https://themoviedb.org/movie/351694
365 Days,46.0,05/22/2015,Romance,Ram Gopal Varma,1h 50m,https://themoviedb.org/movie/530581
How the Grinch Stole Christmas,67.0,11/17/2000,"Family,Comedy,Fantasy",Ron Howard,1h 44m,https://themoviedb.org/movie/8871
Wonder Woman,72.0,06/02/2017,"Action,Adventure,Fantasy",Patty Jenkins,2h 21m,https://themoviedb.org/movie/297762
How to Train Your Dragon: Homecoming,82.0,12/03/2019,"Animation,Fantasy,Adventure,Action,Family",Tim Johnson,22m,https://themoviedb.org/movie/638507
A Taste of Hunger,57.0,06/24/2021,"Romance,Drama",Christoffer Boe,1h 44m,https://themoviedb.org/movie/766105
Sword Art Online: The Movie – Ordinal Scale,77.0,02/18/2017,"Animation,Action,Adventure,Fantasy,Romance,ScienceFiction",Tomohiko Ito,1h 59m,https://themoviedb.org/movie/413594
Happy Feet,61.0,12/26/2006,"Animation,Comedy,Family",George Miller,1h 48m,https://themoviedb.org/movie/9836
The Lion King 1½,66.0,02/09/2004,"Family,Animation,Comedy",Bradley Raymond,1h 17m,https://themoviedb.org/movie/11430
"Batman: The Long Halloween, Part Two",77.0,07/27/2021,"Animation,Mystery,Action,Crime",Chris Palmer,1h 27m,https://themoviedb.org/movie/736074
Trigger Point,64.0,04/23/2021,"Action,Thriller",Brad Turner,1h 22m,https://themoviedb.org/movie/809314
The Chronicles of Narnia: Prince Caspian,66.0,05/16/2008,"Adventure,Family,Fantasy",Andrew Adamson,2h 30m,https://themoviedb.org/movie/2454
Mickey's Tale of Two Witches,71.0,10/08/2021,Animation,Phil Weinstein,46m,https://themoviedb.org/movie/864388
The Godfather,87.0,03/14/1972,"Drama,Crime",Francis Ford Coppola,2h 55m,https://themoviedb.org/movie/238
No Strings Attached,63.0,01/21/2011,"Comedy,Romance",Ivan Reitman,1h 47m,https://themoviedb.org/movie/41630
Night Teeth,66.0,10/20/2021,"Horror,Thriller,Action",Adam Randall,1h 47m,https://themoviedb.org/movie/669671
WALL·E,81.0,08/29/2008,"Animation,Family,ScienceFiction",Andrew Stanton,1h 38m,https://themoviedb.org/movie/10681
Maze Runner: The Scorch Trials,67.0,09/18/2015,"ScienceFiction,Action,Thriller,Adventure",Wes Ball,2h 11m,https://themoviedb.org/movie/294254
The Aristocats,73.0,12/24/1970,"Animation,Comedy,Family,Adventure",Wolfgang Reitherman,1h 18m,https://themoviedb.org/movie/10112
White Snake,78.0,01/11/2019,"Romance,Animation,Fantasy","Zhao Ji,Amp Wong",1h 39m,https://themoviedb.org/movie/573699
Aladdin,76.0,11/25/1992,"Animation,Family,Adventure,Fantasy,Romance","John Musker,Ron Clements",1h 30m,https://themoviedb.org/movie/812
The 8th Night,61.0,07/02/2021,"Mystery,Thriller,Horror",Kim Tae-hyoung,1h 55m,https://themoviedb.org/movie/604360
Hansel & Gretel: Witch Hunters,60.0,01/25/2013,"Fantasy,Horror,Action",Tommy Wirkola,1h 28m,https://themoviedb.org/movie/60304
Stuart Little,60.0,12/17/1999,"Family,Animation,Fantasy,Comedy",Rob Minkoff,1h 24m,https://themoviedb.org/movie/10137
The Texas Chainsaw Massacre,62.0,10/17/2003,Horror,Marcus Nispel,1h 38m,https://themoviedb.org/movie/9373
Warrior,78.0,09/09/2011,"Drama,Action",Gavin O'Connor,2h 20m,https://themoviedb.org/movie/59440
Thinking XXX,51.0,10/27/2004,Documentary,Timothy Greenfield-Sanders,58m,https://themoviedb.org/movie/24593
A Quiet Place,74.0,05/06/2018,"Horror,Drama,ScienceFiction",John Krasinski,1h 31m,https://themoviedb.org/movie/447332
Cinderella,65.0,09/03/2021,"Fantasy,Romance,Comedy",Kay Cannon,1h 53m,https://themoviedb.org/movie/593910
Jack Reacher,66.0,12/21/2012,"Crime,Drama,Thriller,Action",Christopher McQuarrie,2h 10m,https://themoviedb.org/movie/75780
Baba Yaga: Terror of the Dark Forest,60.0,02/27/2020,Horror,Svyatoslav Podgaevsky,1h 36m,https://themoviedb.org/movie/575088
Kung Fu Panda 3,69.0,01/29/2016,"Action,Adventure,Animation,Comedy,Family","Jennifer Yuh Nelson,Alessandro Carloni",1h 35m,https://themoviedb.org/movie/140300
The Purge,63.0,06/06/2013,"ScienceFiction,Horror,Thriller",James DeMonaco,1h 26m,https://themoviedb.org/movie/158015
The Fox and the Hound 2,60.0,12/12/2006,"Adventure,Animation,Comedy,Family",Jim Kammerud,1h 9m,https://themoviedb.org/movie/9948
Fear of Rain,72.0,02/12/2021,"Thriller,Horror,Drama",Castille Landon,1h 49m,https://themoviedb.org/movie/599281
Angels & Demons,67.0,05/15/2009,"Thriller,Mystery",Ron Howard,2h 18m,https://themoviedb.org/movie/13448
Minnal Murali,72.0,12/24/2021,"Action,Adventure,Comedy",Basil Joseph,2h 38m,https://themoviedb.org/movie/657644
Ghost Lab,65.0,05/26/2021,"Drama,Horror,ScienceFiction,Thriller",Paween Purijitpanya,1h 57m,https://themoviedb.org/movie/710871
The Grinch,68.0,11/09/2018,"Animation,Family,Comedy,Fantasy","Scott Mosier,Yarrow Cheney",1h 25m,https://themoviedb.org/movie/360920
Barbie: A Fairy Secret,67.0,03/15/2011,"Animation,Family,Fantasy","Terry Klassen,William Lau",1h 12m,https://themoviedb.org/movie/57737
Star Wars: The Last Jedi,69.0,12/15/2017,"ScienceFiction,Action,Adventure",Rian Johnson,2h 32m,https://themoviedb.org/movie/181808
Trolls World Tour,74.0,03/11/2020,"Family,Animation,Comedy,Fantasy,Adventure,Music","David P. Smith,Walt Dohrn",1h 30m,https://themoviedb.org/movie/446893
Justice League,61.0,11/17/2017,"Action,Adventure,Fantasy,ScienceFiction",Zack Snyder,2h,https://themoviedb.org/movie/141052
Bride of Chucky,59.0,10/16/1998,"Comedy,Horror",Ronny Yu,1h 29m,https://themoviedb.org/movie/11932
Kong: Skull Island,65.0,03/10/2017,"Action,Adventure,Fantasy",Jordan Vogt-Roberts,1h 58m,https://themoviedb.org/movie/293167
Vanquish,57.0,04/16/2021,"Action,Crime,Thriller",George Gallo,1h 36m,https://themoviedb.org/movie/804435
Despicable Me 3,64.0,06/30/2017,"Action,Animation,Comedy,Family,Adventure","Pierre Coffin,Kyle Balda",1h 36m,https://themoviedb.org/movie/324852
Tinker Bell and the Legend of the NeverBeast,71.0,03/03/2015,"Adventure,Animation,Family",Steve Loter,1h 17m,https://themoviedb.org/movie/297270
Megalodon,57.0,08/10/2018,"Action,ScienceFiction,Horror,TVMovie",James Thomas,1h 30m,https://themoviedb.org/movie/523931
Taken,74.0,09/26/2008,"Action,Thriller",Pierre Morel,1h 34m,https://themoviedb.org/movie/8681
Descendants 3,78.0,08/02/2019,"Family,TVMovie,Music,Adventure,Fantasy",Kenny Ortega,1h 46m,https://themoviedb.org/movie/506574
It Follows,66.0,03/27/2015,"Horror,Mystery",David Robert Mitchell,1h 41m,https://themoviedb.org/movie/270303
